timestamp,price,tweet_id,handle,ticker,sentiment_label,sentiment_score,minutes_since_tweet
2019-06-13 15:18:00,212.007434,1139191327906623489,@elonmusk,TSLA,Neutral,0.9983772039413452,-4.539683333333333
2019-06-13 15:19:00,212.16568863636365,1139191327906623489,@elonmusk,TSLA,Neutral,0.9983772039413452,-3.5396833333333335
2019-06-13 15:20:00,212.23152393162394,1139191327906623489,@elonmusk,TSLA,Neutral,0.9983772039413452,-2.5396833333333335
2019-06-13 15:21:00,212.37600858895706,1139191327906623489,@elonmusk,TSLA,Neutral,0.9983772039413452,-1.5396833333333333
2019-06-13 15:22:00,212.43042010869564,1139191327906623489,@elonmusk,TSLA,Neutral,0.9983772039413452,-0.5396833333333333
2019-06-13 15:23:00,212.40053999999998,1139191327906623489,@elonmusk,TSLA,Neutral,0.9983772039413452,0.46031666666666665
2019-06-13 15:24:00,212.35875,1139191327906623489,@elonmusk,TSLA,Neutral,0.9983772039413452,1.4603166666666667
2019-06-13 15:25:00,212.42455322580645,1139191327906623489,@elonmusk,TSLA,Neutral,0.9983772039413452,2.4603166666666665
2019-06-13 15:26:00,212.3541985915493,1139191327906623489,@elonmusk,TSLA,Neutral,0.9983772039413452,3.4603166666666665
2019-06-13 15:27:00,212.40398863636364,1139191327906623489,@elonmusk,TSLA,Neutral,0.9983772039413452,4.460316666666667
2019-06-13 15:28:00,212.46698636363635,1139191327906623489,@elonmusk,TSLA,Neutral,0.9983772039413452,5.460316666666667
2019-06-13 15:29:00,212.47534090909093,1139191327906623489,@elonmusk,TSLA,Neutral,0.9983772039413452,6.460316666666667
2019-06-13 15:30:00,212.62493550295858,1139191327906623489,@elonmusk,TSLA,Neutral,0.9983772039413452,7.460316666666667
2019-06-13 15:31:00,212.60604166666667,1139191327906623489,@elonmusk,TSLA,Neutral,0.9983772039413452,8.460316666666667
2019-06-13 15:32:00,212.68242155172413,1139191327906623489,@elonmusk,TSLA,Neutral,0.9983772039413452,9.460316666666667
2019-06-13 15:18:00,2.521047619047619,1139191327906623489,@elonmusk,NIO,Neutral,0.9983772039413452,-4.539683333333333
2019-06-13 15:19:00,2.521358227848101,1139191327906623489,@elonmusk,NIO,Neutral,0.9983772039413452,-3.5396833333333335
2019-06-13 15:20:00,2.521880769230769,1139191327906623489,@elonmusk,NIO,Neutral,0.9983772039413452,-2.5396833333333335
2019-06-13 15:21:00,2.5228184210526314,1139191327906623489,@elonmusk,NIO,Neutral,0.9983772039413452,-1.5396833333333333
2019-06-13 15:22:00,2.52326,1139191327906623489,@elonmusk,NIO,Neutral,0.9983772039413452,-0.5396833333333333
2019-06-13 15:23:00,2.5241039215686274,1139191327906623489,@elonmusk,NIO,Neutral,0.9983772039413452,0.46031666666666665
2019-06-13 15:24:00,2.525277108433735,1139191327906623489,@elonmusk,NIO,Neutral,0.9983772039413452,1.4603166666666667
2019-06-13 15:25:00,2.524318309859155,1139191327906623489,@elonmusk,NIO,Neutral,0.9983772039413452,2.4603166666666665
2019-06-13 15:26:00,2.523575,1139191327906623489,@elonmusk,NIO,Neutral,0.9983772039413452,3.4603166666666665
2019-06-13 15:27:00,2.5226796296296294,1139191327906623489,@elonmusk,NIO,Neutral,0.9983772039413452,4.460316666666667
2019-06-13 15:28:00,2.5230905172413793,1139191327906623489,@elonmusk,NIO,Neutral,0.9983772039413452,5.460316666666667
2019-06-13 15:29:00,2.523847692307692,1139191327906623489,@elonmusk,NIO,Neutral,0.9983772039413452,6.460316666666667
2019-06-13 15:30:00,2.52404,1139191327906623489,@elonmusk,NIO,Neutral,0.9983772039413452,7.460316666666667
2019-06-13 15:31:00,2.5233296296296293,1139191327906623489,@elonmusk,NIO,Neutral,0.9983772039413452,8.460316666666667
2019-06-13 15:32:00,2.52325,1139191327906623489,@elonmusk,NIO,Neutral,0.9983772039413452,9.460316666666667
2019-05-31 18:03:00,185.9,1134521779261562880,@elonmusk,TSLA,Neutral,0.997633457183838,-4.420466666666667
2019-05-31 18:04:00,185.9,1134521779261562880,@elonmusk,TSLA,Neutral,0.997633457183838,-3.420466666666667
2019-05-31 18:05:00,,1134521779261562880,@elonmusk,TSLA,Neutral,0.997633457183838,-2.420466666666667
2019-05-31 18:06:00,,1134521779261562880,@elonmusk,TSLA,Neutral,0.997633457183838,-1.4204666666666665
2019-05-31 18:07:00,,1134521779261562880,@elonmusk,TSLA,Neutral,0.997633457183838,-0.4204666666666667
2019-05-31 18:08:00,185.9,1134521779261562880,@elonmusk,TSLA,Neutral,0.997633457183838,0.5795333333333333
2019-05-31 18:09:00,185.9,1134521779261562880,@elonmusk,TSLA,Neutral,0.997633457183838,1.5795333333333335
2019-05-31 18:10:00,,1134521779261562880,@elonmusk,TSLA,Neutral,0.997633457183838,2.579533333333333
2019-05-31 18:11:00,185.98,1134521779261562880,@elonmusk,TSLA,Neutral,0.997633457183838,3.579533333333333
2019-05-31 18:12:00,,1134521779261562880,@elonmusk,TSLA,Neutral,0.997633457183838,4.579533333333333
2019-05-31 18:13:00,,1134521779261562880,@elonmusk,TSLA,Neutral,0.997633457183838,5.579533333333333
2019-05-31 18:14:00,,1134521779261562880,@elonmusk,TSLA,Neutral,0.997633457183838,6.579533333333333
2019-05-31 18:15:00,,1134521779261562880,@elonmusk,TSLA,Neutral,0.997633457183838,7.579533333333333
2019-05-31 18:16:00,185.9,1134521779261562880,@elonmusk,TSLA,Neutral,0.997633457183838,8.579533333333334
2019-05-31 18:17:00,185.655,1134521779261562880,@elonmusk,TSLA,Neutral,0.997633457183838,9.579533333333334
2019-05-31 18:03:00,,1134521779261562880,@elonmusk,NIO,Neutral,0.997633457183838,-4.420466666666667
2019-05-31 18:04:00,,1134521779261562880,@elonmusk,NIO,Neutral,0.997633457183838,-3.420466666666667
2019-05-31 18:05:00,,1134521779261562880,@elonmusk,NIO,Neutral,0.997633457183838,-2.420466666666667
2019-05-31 18:06:00,,1134521779261562880,@elonmusk,NIO,Neutral,0.997633457183838,-1.4204666666666665
2019-05-31 18:07:00,,1134521779261562880,@elonmusk,NIO,Neutral,0.997633457183838,-0.4204666666666667
2019-05-31 18:08:00,3.04,1134521779261562880,@elonmusk,NIO,Neutral,0.997633457183838,0.5795333333333333
2019-05-31 18:09:00,,1134521779261562880,@elonmusk,NIO,Neutral,0.997633457183838,1.5795333333333335
2019-05-31 18:10:00,3.04,1134521779261562880,@elonmusk,NIO,Neutral,0.997633457183838,2.579533333333333
2019-05-31 18:11:00,,1134521779261562880,@elonmusk,NIO,Neutral,0.997633457183838,3.579533333333333
2019-05-31 18:12:00,,1134521779261562880,@elonmusk,NIO,Neutral,0.997633457183838,4.579533333333333
2019-05-31 18:13:00,,1134521779261562880,@elonmusk,NIO,Neutral,0.997633457183838,5.579533333333333
2019-05-31 18:14:00,,1134521779261562880,@elonmusk,NIO,Neutral,0.997633457183838,6.579533333333333
2019-05-31 18:15:00,,1134521779261562880,@elonmusk,NIO,Neutral,0.997633457183838,7.579533333333333
2019-05-31 18:16:00,,1134521779261562880,@elonmusk,NIO,Neutral,0.997633457183838,8.579533333333334
2019-05-31 18:17:00,,1134521779261562880,@elonmusk,NIO,Neutral,0.997633457183838,9.579533333333334
2019-05-31 17:59:00,185.9,1134520772704079878,@elonmusk,TSLA,Neutral,0.9921889305114746,-4.420766666666666
2019-05-31 18:00:00,185.845,1134520772704079878,@elonmusk,TSLA,Neutral,0.9921889305114746,-3.4207666666666667
