id,user_id,handle,clean_text,lang,timestamp,sentiment_label,sentiment_score
1603456812723933194,12.0,jack,"RT @ODELL: @nobsbitcoin love to see it, if yall want to learn more about nostr we had a great conversation about it on @citadeldispatch bac…",en,2022-12-15 18:27:49.597000+00:00,Neutral,0.9777402877807617
1600412216687149056,12.0,jack,RT @TheGuySwann: It would be so amazing to see Africa lead the world into a #Bitcoin future while the arrogance of western governments leav…,en,2022-12-07 08:49:41.336000+00:00,Positive,0.999987006187439
1595502702854692866,12.0,jack,RT @kendricklamar: big steppers tour   (directors cut) @PrimeVideo https://t.co/LkJuKSDIHG https://t.co/PHvyr5U1bN,en,2022-11-23 19:41:02.024000+00:00,Neutral,0.9996127486228943
1589450807216599040,12.0,jack,@litcapital @elonmusk Sure,en,2022-11-07 02:52:57.665000+00:00,Neutral,0.9857516884803772
1582442966521503745,12.0,jack,RT @bluesky: Bluesky is building a social protocol. We released “ADX” (the X stood for Experiment) in May. Now that the design is starting…,en,2022-10-18 18:46:18.244000+00:00,Neutral,0.9999227523803711
1565736096675368960,12.0,jack,"RT @Beautyon_: Americans can't stand the idea of any country in South America rejecting their morally repugnant, indefensible, vile and rep…",en,2022-09-02 16:19:10.074000+00:00,Neutral,0.9996355772018433
1513270246404202498,12.0,jack,RT @CharFadirepo: My favorite moment of the  @TheBitcoinConf was @milessuter’s amazing @CashApp talk. Here’s my recap:  1)”No company is do…,en,2022-04-10 21:38:36.601000+00:00,Neutral,0.9999295473098755
1512090196874973195,12.0,jack,RT @wiz: Bitcoin 2022 - Open Source Stage live stream https://t.co/zErUM0CfiK,en,2022-04-07 15:29:30.869000+00:00,Neutral,0.9999016523361206
1486148765790707714,12.0,jack,RT @HBerkoe: @spiralbtc is hiring 3 bitcoin engineers and 1 creative lead. Why is this an amazing opportunity?…🧵👇,en,2022-01-26 01:27:31.730000+00:00,Positive,0.9999597072601318
1480636899622535181,12.0,jack,RT @KlayThompson: I’m BACK and changing it up: excited to take part of my paycheck in bitcoin thanks to Cash App! I’m with bitcoin because…,en,2022-01-10 20:25:20.430000+00:00,Neutral,0.52759850025177
1476252424063139851,12.0,jack,https://t.co/m3DevlzByx,und,2021-12-29 18:02:59.997000+00:00,Neutral,0.999269425868988
1473145001806860288,12.0,jack,@Big_Girl_Bets Santa is really and inflation will go away after he visits us,en,2021-12-21 04:15:12.798000+00:00,Neutral,0.9963181018829346
1466163183819935752,12.0,jack,"RT @Square: Not to get all meta on you… but we’re going to! Block references the neighborhood blocks where we find our sellers, a blockchai…",en,2021-12-01 21:51:57.674000+00:00,Neutral,0.9999970197677612
1460414618916978690,12.0,jack,RT @ashevat: Today’s API v2 launch is the first step for us in making this vision a reality - We see the future of Twitter as an ecosystem…,en,2021-11-16 01:09:12.998000+00:00,Positive,0.998051643371582
1454218528194641922,12.0,jack,🙏🏼,und,2021-10-29 22:48:09.852000+00:00,Neutral,0.8443471789360046
1447670908211056650,12.0,jack,RT @NakamotoQuotes: A lot of people automatically dismiss e-currency as a lost cause because of all the companies that failed since the 199…,en,2021-10-11 21:10:15.599000+00:00,Neutral,0.8436243534088135
1438571956945756165,12.0,jack,RT @MartyBent: .@diopfode is a boss.  https://t.co/9zFOek7kXb,en,2021-09-16 18:34:16.567000+00:00,Neutral,0.9994718432426453
1427326161999249412,12.0,jack,RT @TIDAL: Beyoncé's full discography has arrived on TIDAL in Master Quality.  https://t.co/9vtHTbSsdX https://t.co/Owi41Zgxaj,en,2021-08-16 17:47:30.115000+00:00,Neutral,0.9999890327453613
1426520663527940096,12.0,jack,https://t.co/Dl11yxRKyQ,und,2021-08-14 12:26:44.314000+00:00,Neutral,0.9996069073677063
1425191183899406349,12.0,jack,"RT @TwitterSpaces: hey..quick update: now 50% of our iOS folks will be able to speak like 👽, 🤖,🐝&amp; more!",en,2021-08-10 20:23:51.670000+00:00,Neutral,0.9998158812522888
1424833762320343040,12.0,jack,RT @jchervinsky: Senator Richard Shelby (R-AL) has objected to the compromise amendment.  He didn't get his own amendment for $50b in defen…,en,2021-08-09 20:43:35.725000+00:00,Neutral,0.9999451637268066
1422196944055816192,12.0,jack,RT @RickRubin: https://t.co/KkysLp2Kw3,und,2021-08-02 14:05:49.261000+00:00,Neutral,0.9979374408721924
1415789400504549380,12.0,jack,@abbasi_z Too Bad Dude,en,2021-07-15 21:44:31.832000+00:00,Neutral,0.9950996041297913
1408440179422117891,12.0,jack,RT @ndimichino: Cash App is so good at this https://t.co/uwyDKRxilL,en,2021-06-25 15:01:20.984000+00:00,Neutral,0.9955915212631226
1377763318639759365,12.0,jack,RT @chrisnovak21: I don’t know if this was on @matt_odell’s @CashApp wishlist but it was on mine 💚 @milessuter https://t.co/TLIXqi1fD8,en,2021-04-01 23:22:27.425000+00:00,Neutral,0.9999284744262695
1372222601737699334,12.0,jack,"RT @Phonz: For folks looking to follow more Asian American voices on Twitter, our @TwitterAsians fam have put a great list together👇🏽   htt…",en,2021-03-17 16:25:37.574000+00:00,Neutral,0.9995514750480652
1365006315056074752,12.0,jack,RT @RickRubin: https://t.co/6J76B2QYKV,und,2021-02-25 18:30:40.757000+00:00,Neutral,0.9992639422416687
1339776735403884545,12.0,jack,"RT @deray: If you want to try out the new spaces feature, join us now: https://t.co/zZjgBFi2zJ",en,2020-12-18 03:37:20.225000+00:00,Neutral,0.9999419450759888
1337267425214083072,12.0,jack,"#NowPlaying ""Man On The Moon III: The Chosen"" by Kid Cudi on @TIDAL    https://t.co/QIcrFRB5jY",en,2020-12-11 05:26:14.055000+00:00,Neutral,0.9998706579208374
1317079728482897920,12.0,jack,RT @vijaya: We believe that labeling Tweets and empowering people to assess content for themselves better serves the public interest and pu…,en,2020-10-16 12:27:32.085000+00:00,Positive,0.9999525547027588
1316484874736488448,12.0,jack,RT @feminist_co: How to donate:  1) Bank transfers (Naira) 9951243245 Providus Bank Wallets.Africa-Wine and Whine Nigeria  2) You can also…,en,2020-10-14 21:03:47.900000+00:00,Neutral,0.9999841451644897
1311052005918388224,12.0,jack,"RT @owenbjennings: Paige Fitzgerald is hiring a Sales &amp; Partnerships lead for @CashApp Boost.   If this is you, let us know!  Not biased at…",en,2020-09-29 21:15:31.036000+00:00,Positive,0.8565406799316406
1297990097028165635,12.0,jack,"RT @AOC: Praying for Jacob Blake, his children, and his family.  It’s not enough to paint slogans. We need systemic change: ending qualifie…",en,2020-08-24 20:12:09.278000+00:00,Neutral,0.9912838935852051
1276371051069358082,12.0,jack,"RT @darrenwalker: No CEO, investor or rich person wakes up in the morning, looks in the mirror, and says, “Today, I want to go out and crea…",en,2020-06-26 04:25:47.059000+00:00,Neutral,0.9999740123748779
1268247586156101632,12.0,jack,"RT @ranimolla: Signal became one of the top 10 most downloaded social apps on iOS yesterday for the first time, according to data from App…",en,2020-06-03 18:26:02.097000+00:00,Neutral,0.8562033772468567
1268022970514935809,12.0,jack,"RT @kpsmg1: Ferguson elected its first Black mayor tonight, meet Mayor-elect, Mrs. Ella Jones. https://t.co/UglVpk3tad",en,2020-06-03 03:33:29.555000+00:00,Neutral,0.9999796152114868
1346954970910707712,25073877.0,realDonaldTrump,These are the things and events that happen when a sacred landslide election victory is so unceremoniously &amp; viciou… https://t.co/uYLdmiz5Ka,en,2021-01-06 23:01:04.935000+00:00,Neutral,0.9998430013656616
1345088187811700748,25073877.0,realDonaldTrump,"The BIG Protest Rally in Washington, D.C., will take place at 11.00 A.M. on January 6th. Locational details to follow. StopTheSteal!",en,2021-01-01 19:23:09.161000+00:00,Neutral,0.9999774694442749
1342823967019687936,25073877.0,realDonaldTrump,"I simply want to get out great people $2000, rather than the measly $600 that is now in the bill. Also, stop the bi… https://t.co/4mchG4YURG",en,2020-12-26 13:25:56.857000+00:00,Neutral,0.9999028444290161
1342817146347335685,25073877.0,realDonaldTrump,"I simply wan to get our great people $2000, rather than $600. Also, Congress should cut the “pork”.",en,2020-12-26 12:58:50.682000+00:00,Neutral,0.7648946642875671
1342815318918443010,25073877.0,realDonaldTrump,"RT @ali: Our friend, Congressman @andybiggs4az, has this video message for our Arizona #StopTheSteal rally.   #DoNotCertify #JAN6 🔥   https…",en,2020-12-26 12:51:34.989000+00:00,Neutral,0.997089684009552
1340988495603634176,25073877.0,realDonaldTrump,RT @realDonaldTrump: https://t.co/8S0ePCOCOG,und,2020-12-21 11:52:26.370000+00:00,Neutral,0.9996663331985474
1340701746985906177,25073877.0,realDonaldTrump,RT @KanekoaTheGreat: Can you imagine a president taking on the Federal Reserve System today? That's what Andrew Jackson did in 1832 and it…,en,2020-12-20 16:53:00.172000+00:00,Neutral,0.9999464750289917
1338329628616830977,25073877.0,realDonaldTrump,RT @realDonaldTrump: https://t.co/dZ56TExPWf,und,2020-12-14 03:47:03.081000+00:00,Neutral,0.9986728429794312
1337526501017858055,25073877.0,realDonaldTrump,"Georgia, where is signature verification approval? What do you have to lose? Must move quickly! @BrainKempGA @GeoffDuncanGA @GaSecofState",en,2020-12-11 22:35:42.540000+00:00,Neutral,0.9790528416633606
1336405337285517314,25073877.0,realDonaldTrump,The got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” w… https://t.co/0dLWdCqiDT,en,2020-12-08 20:20:36.276000+00:00,Neutral,0.9988310933113098
1336303563425910785,25073877.0,realDonaldTrump,"I hope House Republicans will vote against the very weak National Defense Authorization Act (NDAA), which I will VE… https://t.co/5tl2dOJaef",en,2020-12-08 13:36:11.497000+00:00,Neutral,0.9904963970184326
1334518253918572550,25073877.0,realDonaldTrump,Thank you to Represenative Mo Brooks!,en,2020-12-03 15:22:00.541000+00:00,Neutral,0.9576422572135925
1334001254012497923,25073877.0,realDonaldTrump,"RT @realDonaldTrump: Section 230, which is a liability shielding gift from the U.S. to “Big Tech” (the only companies in America that have…",en,2020-12-02 05:07:38.158000+00:00,Neutral,0.9989758729934692
1331749395214311427,25073877.0,realDonaldTrump,https://t.co/FJ6UcmXq5G?,und,2020-11-25 23:59:33.183000+00:00,Neutral,0.9998587369918823
1331289633662099457,25073877.0,realDonaldTrump,RT @WhiteHouse: LIVE: President @realDonaldTrump delivers remarks https://t.co/zxGgq8tKBg,en,2020-11-24 17:32:37.487000+00:00,Neutral,0.9997162222862244
1330361495897731073,25073877.0,realDonaldTrump,....WILL APPEAL!!!,en,2020-11-22 04:04:32.200000+00:00,Neutral,0.9957877993583679
1330361494710661120,25073877.0,realDonaldTrump,"Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to pr… https://t.co/fJNOTDiUX0",en,2020-11-22 04:04:31.917000+00:00,Neutral,0.9997716546058655
1330238111419428865,25073877.0,realDonaldTrump,RT @realDonaldTrump: Check out @PastorDScott’s new show tonight at 7:00pm on @RealAmVoice. Good luck Darrell!,en,2020-11-21 19:54:15.048000+00:00,Positive,0.9997095465660095
1329404785083232256,25073877.0,realDonaldTrump,"THE COVID DRUGS NOW AVAILABLE TO MAKE PROPLE BETTER ARE AMAZING, BUT SELDOM TALKED ABOUT BY THE MEDIA! Mortality rate is 85% down!",en,2020-11-19 12:42:54.567000+00:00,Positive,0.9460223317146301
1329096639651471361,25073877.0,realDonaldTrump,GEORGIA! https://t.co/xhsIPAmp6S,in,2020-11-18 16:18:26.971000+00:00,Neutral,0.9997656941413879
1328882445886902272,25073877.0,realDonaldTrump,"RT @realDonaldTrump: Just found thousands of more ballots, and the recount is relatively meaningless without being given access to the sign…",en,2020-11-18 02:07:19.198000+00:00,Neutral,0.9999914169311523
1328882122652835845,25073877.0,realDonaldTrump,"Just found thousands of more ballots, and the recount is relatively meaningless without being given access to the s… https://t.co/yhXV18Y1Qw",en,2020-11-18 02:06:02.133000+00:00,Neutral,0.9999545812606812
1327836839366041602,25073877.0,realDonaldTrump,RT @MZHemingway: Dude I met getting tacos in DC. @PressSec #MillionMAGAMarch https://t.co/OSLh3op85K,en,2020-11-15 04:52:27.177000+00:00,Neutral,0.9996196031570435
1327824600760274945,25073877.0,realDonaldTrump,"Antifa SCUM ran for the hills today when they tried attacking the people at the Trump Rally, because those people a… https://t.co/fLiUxWXRBo",en,2020-11-15 04:03:49.266000+00:00,Neutral,0.9999334812164307
1326910731237928962,25073877.0,realDonaldTrump,"RT @12hawkfan: @OSeanessyTweet @greggutfeld I installed Newsmax. I will miss you,  but can no longer support this network.",en,2020-11-12 15:32:25.793000+00:00,Neutral,0.9851470589637756
1326910161563361282,25073877.0,realDonaldTrump,"RT @SamySabbagh: @OSeanessyTweet @greggutfeld How can you get OANN? App, Cable, dish?",en,2020-11-12 15:30:09.972000+00:00,Neutral,0.9998526573181152
1326910115329478657,25073877.0,realDonaldTrump,RT @lifescuksss: @jdangelo37 @OSeanessyTweet @greggutfeld I just downloaded Newsmax 🇺🇸👍🏻🇺🇸,en,2020-11-12 15:29:58.949000+00:00,Neutral,0.9998784065246582
1326909956994568194,25073877.0,realDonaldTrump,RT @Leeleeash7: @OSeanessyTweet @greggutfeld Newsmax was the big winner election night. Fox lost many loyal viewers to them and have now di…,en,2020-11-12 15:29:21.199000+00:00,Negative,0.9625891447067261
1326328112834093057,25073877.0,realDonaldTrump,But how many ballots were fraudulently cast for the Dems? Did people vote after the election had ended? Did officia… https://t.co/YT8MtgqTwT,en,2020-11-11 00:57:18.741000+00:00,Neutral,0.9986763596534729
1326326496760303620,25073877.0,realDonaldTrump,"“I don’t care what State your in, this computer voting system is wide open to fraud and intervention.” @LouDobbs  T… https://t.co/AUFadxQFFA",en,2020-11-11 00:50:53.439000+00:00,Neutral,0.999422550201416
1326211178746564615,25073877.0,realDonaldTrump,"Nate Simington, a very smart and qualified individual, is having his Senate hearing today. Republicans will hopeful… https://t.co/7sJZFffbVN",en,2020-11-10 17:12:39.482000+00:00,Neutral,0.9999749660491943
1325173848396898305,25073877.0,realDonaldTrump,Georgia Counties Using Same Software as Michigan Counties Also Encounter ‘Glitch’ https://t.co/N2KlENWYhI via @BreitbartNews Really bad!,en,2020-11-07 20:30:40.654000+00:00,Neutral,0.9999794960021973
1322863297025220608,25073877.0,realDonaldTrump,Are numbers are looking VERY good all over!!!,en,2020-11-01 11:29:22.279000+00:00,Positive,0.9996734857559204
1321965155509391360,25073877.0,realDonaldTrump,The Fake News refuses to cover the fact that GDP went,en,2020-10-30 00:00:28.655000+00:00,Negative,0.8650672435760498
1317497136523759617,25073877.0,realDonaldTrump,SLEEPY JOE BIDEN IS PROPOSING THE BIGGEST TAX HIKE IN OUR COUNTRIES HISTORY! CAN ANYBODY REALLY VOTE FOR THIS?,en,2020-10-17 16:06:09.917000+00:00,Neutral,0.999953031539917
1316711680919908352,25073877.0,realDonaldTrump,"RT @RealVinnieJames: NY Post just dropped another BOMBSHELL regarding the #BidenCrimeFamily!   SEARCH STRING:  ""Emails reveal how Hunter Bi…",en,2020-10-15 12:05:02.708000+00:00,Neutral,0.9933285713195801
1316594633548484610,25073877.0,realDonaldTrump,RT @QAnalyst45: Had to come back to share this one   🙌🏻👏🙌🏻👏🙌🏻👏 https://t.co/M45YillmXT,en,2020-10-15 04:19:56.440000+00:00,Neutral,0.9999046325683594
1316223657908240390,25073877.0,realDonaldTrump,RT @WAVY_News: A lawsuit seeking to extend Virginia’s voter registration deadline was filed Tuesday night after the state’s Department of E…,en,2020-10-14 03:45:48.955000+00:00,Neutral,0.9790133237838745
1315286705696579584,25073877.0,realDonaldTrump,15 minutes to @MariaBartiromo interview. Enjoy!,en,2020-10-11 13:42:42.140000+00:00,Neutral,0.9994014501571655
1314278414359113735,25073877.0,realDonaldTrump,Joe Biden has no plan for Coronavirus - ALL TALK! He was a disaster in his handling oh H1N1 Swine Flu. He didn’t ha… https://t.co/slhKJIypAQ,en,2020-10-08 18:56:06.752000+00:00,Neutral,0.9858322143554688
1313852035087953920,25073877.0,realDonaldTrump,"NOW THAT THE RADICAL LEFT DEMOCRATS GOT COUGHT COLD IN THE (NON) FRIENDLY TRANSFER OF GOVERNMENT, IN FACT, THEY SPI… https://t.co/JdXrGs1Jqr",en,2020-10-07 14:41:50.012000+00:00,Neutral,0.999822199344635
1313236041315373057,25073877.0,realDonaldTrump,"....invincible hero, who not only survived every dirty trick the Democrats threw at him, but the Chinese virus as w… https://t.co/GBIQh37RMp",en,2020-10-05 21:54:05.652000+00:00,Neutral,0.9932405948638916
1313236039725649927,25073877.0,realDonaldTrump,"“You see it in enthusiasm for the President outside Walter Reed Hospital. You see it in Registrations, from Florida… https://t.co/6CjmUUC4k3",en,2020-10-05 21:54:05.273000+00:00,Neutral,0.9996715784072876
1311050456383336449,25073877.0,realDonaldTrump,Wow. Won’t let Poll Watchers &amp; Security into Philadelpiha Voting Places. There is only one reason why. Corruption!!… https://t.co/oLIFw8EOus,en,2020-09-29 21:09:21.598000+00:00,Neutral,0.9996713399887085
1307676625019056130,25073877.0,realDonaldTrump,I gave no choice!,en,2020-09-20 13:42:57.518000+00:00,Neutral,0.9939246773719788
1306341679994208256,25073877.0,realDonaldTrump,RT @WhiteHouse: LIVE: President @realDonaldTrump holds a news conference https://t.co/AEiivCcv15,en,2020-09-16 21:18:21.822000+00:00,Neutral,0.9999879598617554
1306338331433857024,25073877.0,realDonaldTrump,News Conference at 5:45. Enjoy!,en,2020-09-16 21:05:03.463000+00:00,Neutral,0.999984860420227
1306335712313315329,25073877.0,realDonaldTrump,New Conference at 5:45. Enjoy!,en,2020-09-16 20:54:39.016000+00:00,Neutral,0.9999773502349854
1305378363360518144,25073877.0,realDonaldTrump,"RT @realDonaldTrump: I was right, these people were all wrong, and now they criticize me. Such hypocrisy! https://t.co/sztQ7h5T4M",en,2020-09-14 05:30:29.239000+00:00,Neutral,0.9490947127342224
1305136924345028608,25073877.0,realDonaldTrump,RT @True_Barlowisms: @ScottAdamsSays I was at a graduation in 2016 in Delaware. Biden happened to be there and walked past me (surrounded b…,en,2020-09-13 13:31:05.692000+00:00,Neutral,0.9995061159133911
1304116737273671680,25073877.0,realDonaldTrump,Will be doing a News Conference live from the White House at 3:00 P.M. Eastern.,en,2020-09-10 17:57:14.140000+00:00,Neutral,0.9999995231628418
